outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
default,full,Logistic L1,0.48,0.10316649642492338,0.5706214689265536,0.17474048442906573,0.8582255907267053,0.865995115995116,101,878,5674,76
default,full,Logistic L1,0.49,0.10471204188481675,0.5649717514124294,0.17667844522968196,0.8614950215485213,0.8695054945054945,100,855,5697,77
default,full,Logistic L1,0.5,0.10436634717784878,0.5536723163841808,0.17562724014336917,0.86327834745133,0.8716422466422467,98,841,5711,79
default,full,Logistic L1,0.51,0.10606060606060606,0.5536723163841808,0.17801998183469572,0.865507504829841,0.8739316239316239,98,826,5726,79
default,full,Logistic L1,0.52,0.1067853170189099,0.5423728813559322,0.1784386617100372,0.8686283251597563,0.8774420024420024,96,803,5749,81
default,full,Logistic L1,0.53,0.10621468926553672,0.5310734463276836,0.17702448210922786,0.8701144300787635,0.8792735042735043,94,791,5761,83
default,full,Logistic L1,0.54,0.10804597701149425,0.5310734463276836,0.1795606494746896,0.8723435874572745,0.8815628815628815,94,776,5776,83
default,full,Logistic L1,0.55,0.10851808634772463,0.5254237288135594,0.17988394584139267,0.8739783028681825,0.8833943833943834,93,764,5788,84
default,full,Logistic L1,0.56,0.10849056603773585,0.519774011299435,0.1795121951219512,0.8750185763114876,0.8846153846153846,92,756,5796,85
default,full,Logistic L1,0.5700000000000001,0.10859188544152745,0.5141242937853108,0.17931034482758623,0.8762074602466934,0.885989010989011,91,747,5805,86
default,full,Logistic L1,0.58,0.10975609756097561,0.5084745762711864,0.18054162487462386,0.878585228117105,0.8885836385836385,90,730,5822,87
default,full,Logistic L1,0.59,0.11028500619578686,0.5028248587570622,0.18089430894308944,0.880219943528013,0.8904151404151404,89,718,5834,88
default,full,Logistic L1,0.6,0.1119496855345912,0.5028248587570622,0.18312757201646093,0.8820032694308219,0.8922466422466423,89,706,5846,88
default,full,Logistic L1,0.61,0.11253196930946291,0.4971751412429379,0.1835245046923879,0.8836379848417298,0.8940781440781441,88,694,5858,89
default,full,Logistic L1,0.62,0.11313394018205461,0.4915254237288136,0.1839323467230444,0.8852727002526378,0.895909645909646,87,682,5870,90
default,full,Logistic L1,0.63,0.11420982735723771,0.4858757062146893,0.1849462365591398,0.887353247139248,0.8981990231990232,86,667,5885,91
default,full,Logistic L1,0.64,0.11248285322359397,0.4632768361581921,0.18101545253863138,0.8897310150096597,0.9012515262515263,82,647,5905,95
default,full,Logistic L1,0.65,0.10987482614742698,0.4463276836158192,0.17633928571428573,0.8903254569772626,0.9023199023199023,79,640,5912,98
default,full,Logistic L1,0.66,0.1074964639321075,0.4293785310734463,0.1719457013574661,0.8912171199286669,0.9036935286935287,76,631,5921,101
default,full,Logistic L1,0.67,0.1085383502170767,0.423728813559322,0.1728110599078341,0.8932976668152771,0.905982905982906,75,616,5936,102
default,full,Logistic L1,0.68,0.1099554234769688,0.4180790960451977,0.17411764705882352,0.8956754346856888,0.9085775335775336,74,599,5953,103
default,full,Logistic L1,0.6900000000000001,0.11077389984825493,0.4124293785310734,0.17464114832535887,0.8974587605884975,0.9105616605616605,73,586,5966,104
