outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
high_debt_burden,full,KNN,0.73,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.74,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.75,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.76,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.77,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.78,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.79,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.8,0.8917910447761194,0.3251700680272109,0.4765702891326022,0.7039473684210527,0.9720706260032103,717,87,3028,1488
high_debt_burden,full,KNN,0.81,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.8200000000000001,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.8300000000000001,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.84,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.85,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.86,0.9355555555555556,0.1909297052154195,0.31713747645951035,0.6592105263157895,0.9906902086677367,421,29,3086,1784
high_debt_burden,full,KNN,0.87,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.88,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.89,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.9,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.91,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.92,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.93,0.947136563876652,0.09750566893424037,0.1768092105263158,0.6236842105263158,0.996147672552167,215,12,3103,1990
high_debt_burden,full,KNN,0.9400000000000001,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,KNN,0.9500000000000001,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,KNN,0.96,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,KNN,0.97,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,KNN,0.98,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,KNN,0.99,0.9344262295081968,0.02585034013605442,0.05030891438658428,0.5954887218045113,0.9987158908507223,57,4,3111,2148
high_debt_burden,full,SVM (RBF),0.01,0.4189317620224292,0.999546485260771,0.5904098580230379,0.425187969924812,0.018619582664526485,2204,3057,58,1
high_debt_burden,full,SVM (RBF),0.02,0.44814890570668847,0.9936507936507937,0.6177051029038624,0.49022556390977445,0.13386837881219904,2191,2698,417,14
high_debt_burden,full,SVM (RBF),0.03,0.48081164534627263,0.9886621315192744,0.6469802641341446,0.5528195488721804,0.24430176565008024,2180,2354,761,25
high_debt_burden,full,SVM (RBF),0.04,0.506778868630201,0.9832199546485261,0.668826160728058,0.5964285714285714,0.32263242375601925,2168,2110,1005,37
high_debt_burden,full,SVM (RBF),0.05,0.5293251533742331,0.9782312925170068,0.6869426751592357,0.6304511278195488,0.3842696629213483,2157,1918,1197,48
high_debt_burden,full,SVM (RBF),0.06,0.5508583141173456,0.9750566893424036,0.7039947609692208,0.6601503759398496,0.437239165329053,2150,1753,1362,55
high_debt_burden,full,SVM (RBF),0.07,0.570362473347548,0.9705215419501134,0.7184824576128924,0.6847744360902256,0.4825040128410915,2140,1612,1503,65
high_debt_burden,full,SVM (RBF),0.08,0.5849574526489157,0.9664399092970521,0.7287961696306429,0.7018796992481203,0.5146067415730337,2131,1512,1603,74
high_debt_burden,full,SVM (RBF),0.09,0.5987584650112867,0.962358276643991,0.7382153417985737,0.7171052631578947,0.5434991974317817,2122,1422,1693,83
high_debt_burden,full,SVM (RBF),0.1,0.6114153934851542,0.9619047619047619,0.7476207261191399,0.7308270676691729,0.5672552166934189,2121,1348,1767,84
high_debt_burden,full,SVM (RBF),0.11,0.6195079086115993,0.9591836734693877,0.7528029898558463,0.7389097744360902,0.5829855537720706,2115,1299,1816,90
high_debt_burden,full,SVM (RBF),0.12,0.6326836581709145,0.9569160997732427,0.7617328519855596,0.7518796992481203,0.6067415730337079,2110,1225,1890,95
high_debt_burden,full,SVM (RBF),0.13,0.6420281001832621,0.9532879818594104,0.76729330169739,0.7603383458646616,0.6237560192616373,2102,1172,1943,103
high_debt_burden,full,SVM (RBF),0.14,0.6492097923768205,0.9501133786848073,0.7713549337260677,0.7665413533834586,0.6365971107544142,2095,1132,1983,110
high_debt_burden,full,SVM (RBF),0.15,0.6575557650015709,0.9492063492063492,0.7769116555308093,0.7740601503759399,0.6500802568218299,2093,1090,2025,112
high_debt_burden,full,SVM (RBF),0.16,0.6633789373210308,0.9455782312925171,0.7797307404637248,0.7785714285714286,0.6603531300160513,2085,1058,2057,120
high_debt_burden,full,SVM (RBF),0.17,0.6719457013574661,0.9428571428571428,0.7846763540290622,0.7855263157894737,0.6741573033707865,2079,1015,2100,126
high_debt_burden,full,SVM (RBF),0.18,0.6783376963350786,0.9401360544217687,0.7880631058734082,0.7904135338345865,0.684430176565008,2073,983,2132,132
high_debt_burden,full,SVM (RBF),0.19,0.6864828960478246,0.9374149659863945,0.7925613496932515,0.7966165413533834,0.6969502407704655,2067,944,2171,138
high_debt_burden,full,SVM (RBF),0.2,0.6930326489397509,0.9337868480725624,0.7955950540958269,0.8011278195488721,0.707223113964687,2059,912,2203,146
high_debt_burden,full,SVM (RBF),0.21,0.700238989416183,0.9301587301587302,0.7989871445266848,0.806015037593985,0.7181380417335473,2051,878,2237,154
high_debt_burden,full,SVM (RBF),0.22,0.7054770926627627,0.9287981859410431,0.8018794048551292,0.8097744360902256,0.7255216693418941,2048,855,2260,157
high_debt_burden,full,SVM (RBF),0.23,0.7127361791462561,0.9238095238095239,0.8046612680229114,0.8140977443609022,0.7364365971107544,2037,821,2294,168
high_debt_burden,full,SVM (RBF),0.24,0.7235482721767011,0.9210884353741496,0.8104549082202713,0.8214285714285714,0.7508828250401284,2031,776,2339,174
high_debt_burden,full,SVM (RBF),0.25,0.7297589060813242,0.9197278911564626,0.8138041733547351,0.825563909774436,0.758908507223114,2028,751,2364,177
high_debt_burden,full,SVM (RBF),0.26,0.7346419483824064,0.9165532879818594,0.8155770782889425,0.8281954887218045,0.7656500802568218,2021,730,2385,184
high_debt_burden,full,SVM (RBF),0.27,0.7372663979479663,0.9124716553287981,0.8155654641264694,0.8289473684210527,0.7698234349919744,2012,717,2398,193
high_debt_burden,full,SVM (RBF),0.28,0.7430581266197704,0.9102040816326531,0.8181818181818181,0.8323308270676691,0.777207062600321,2007,694,2421,198
high_debt_burden,full,SVM (RBF),0.29,0.749156355455568,0.9061224489795918,0.8201970443349754,0.8353383458646616,0.7852327447833066,1998,669,2446,207
high_debt_burden,full,SVM (RBF),0.3,0.7566438876233865,0.9038548752834467,0.8237239098987393,0.8396616541353383,0.7942215088282504,1993,641,2474,212
high_debt_burden,full,SVM (RBF),0.31,0.761795166858458,0.9006802721088435,0.8254364089775561,0.8421052631578947,0.8006420545746389,1986,621,2494,219
high_debt_burden,full,SVM (RBF),0.32,0.7682170542635659,0.8988662131519274,0.8284221525600837,0.8456766917293234,0.8080256821829855,1982,598,2517,223
high_debt_burden,full,SVM (RBF),0.33,0.7687524290711232,0.8970521541950114,0.8279614901632483,0.8454887218045113,0.8089887640449438,1978,595,2520,227
high_debt_burden,full,SVM (RBF),0.34,0.7729772191673213,0.8925170068027211,0.8284571669122289,0.8468045112781954,0.814446227929374,1968,578,2537,237
high_debt_burden,full,SVM (RBF),0.35000000000000003,0.776503164556962,0.890249433106576,0.82949503486161,0.8483082706766917,0.8186195826645265,1963,565,2550,242
high_debt_burden,full,SVM (RBF),0.36,0.7825390468562274,0.8861678004535147,0.8311356869417269,0.8507518796992481,0.8256821829855537,1954,543,2572,251
high_debt_burden,full,SVM (RBF),0.37,0.7879401052205585,0.8829931972789116,0.8327630453378956,0.8530075187969924,0.8317817014446228,1947,524,2591,258
high_debt_burden,full,SVM (RBF),0.38,0.7928075194115243,0.8798185941043084,0.8340498710232158,0.8548872180451128,0.837239165329053,1940,507,2608,265
high_debt_burden,full,SVM (RBF),0.39,0.7980173482032218,0.8761904761904762,0.835278858625162,0.8567669172932331,0.8430176565008025,1932,489,2626,273
high_debt_burden,full,SVM (RBF),0.4,0.8013327780091628,0.872562358276644,0.8354320451584889,0.8575187969924812,0.8468699839486357,1924,477,2638,281
high_debt_burden,full,SVM (RBF),0.41000000000000003,0.8030176026823135,0.8689342403628117,0.8346765410585929,0.8573308270676692,0.8491171749598716,1916,470,2645,289
high_debt_burden,full,SVM (RBF),0.42,0.8080508474576271,0.8648526077097506,0.8354874041621029,0.8588345864661654,0.8545746388443017,1907,453,2662,298
high_debt_burden,full,SVM (RBF),0.43,0.8103154305200341,0.8621315192743764,0.8354207866402987,0.8592105263157894,0.8571428571428571,1901,445,2670,304
high_debt_burden,full,SVM (RBF),0.44,0.811587982832618,0.8575963718820862,0.8339581036383682,0.8584586466165414,0.8590690208667737,1891,439,2676,314
high_debt_burden,full,SVM (RBF),0.45,0.8150714595062798,0.853514739229025,0.8338502436863093,0.8590225563909775,0.8629213483146068,1882,427,2688,323
high_debt_burden,full,SVM (RBF),0.46,0.8171528080104484,0.8512471655328798,0.833851621501555,0.8593984962406015,0.8651685393258427,1877,420,2695,328
high_debt_burden,full,SVM (RBF),0.47000000000000003,0.8200965335673541,0.8476190476190476,0.8336306868867083,0.8597744360902255,0.8683788121990369,1869,410,2705,336
high_debt_burden,full,SVM (RBF),0.48,0.8221729490022173,0.8408163265306122,0.831390134529148,0.8586466165413534,0.8712680577849117,1854,401,2714,351
high_debt_burden,full,SVM (RBF),0.49,0.8236607142857143,0.8367346938775511,0.830146231721035,0.8580827067669173,0.8731942215088283,1845,395,2720,360
high_debt_burden,full,SVM (RBF),0.5,0.8240035826242723,0.8344671201814059,0.829202343397927,0.8575187969924812,0.8738362760834671,1840,393,2722,365
high_debt_burden,full,SVM (RBF),0.51,0.8284936479128857,0.8281179138321996,0.8283057382626445,0.8577067669172932,0.8786516853932584,1826,378,2737,379
high_debt_burden,full,SVM (RBF),0.52,0.8303612254229538,0.8235827664399092,0.8269581056466302,0.8571428571428571,0.8808988764044944,1816,371,2744,389
high_debt_burden,full,SVM (RBF),0.53,0.8305709023941068,0.818140589569161,0.8243088873657756,0.8554511278195489,0.8818619582664526,1804,368,2747,401
high_debt_burden,full,SVM (RBF),0.54,0.8327120223671948,0.8104308390022675,0.8214203631349115,0.8539473684210527,0.8847512038523274,1787,359,2756,418
high_debt_burden,full,SVM (RBF),0.55,0.8351338656646313,0.8063492063492064,0.8204891555145364,0.8537593984962406,0.8873194221508828,1778,351,2764,427
high_debt_burden,full,SVM (RBF),0.56,0.8383886255924171,0.8022675736961451,0.8199304750869061,0.8539473684210527,0.8905296950240771,1769,341,2774,436
high_debt_burden,full,SVM (RBF),0.5700000000000001,0.8413461538461539,0.7936507936507936,0.8168028004667445,0.8524436090225563,0.8940609951845907,1750,330,2785,455
high_debt_burden,full,SVM (RBF),0.58,0.8428223844282239,0.7854875283446712,0.8131455399061033,0.850375939849624,0.8963081861958266,1732,323,2792,473
high_debt_burden,full,SVM (RBF),0.59,0.8469135802469135,0.7777777777777778,0.8108747044917257,0.849624060150376,0.9004815409309791,1715,310,2805,490
high_debt_burden,full,SVM (RBF),0.6,0.8494247123561781,0.7700680272108843,0.807802093244529,0.8481203007518797,0.903370786516854,1698,301,2814,507
high_debt_burden,full,SVM (RBF),0.61,0.8509348155634159,0.763718820861678,0.8049713193116634,0.8466165413533835,0.9052969502407705,1684,295,2820,521
high_debt_burden,full,SVM (RBF),0.62,0.8520408163265306,0.7573696145124716,0.8019207683073228,0.8449248120300752,0.9069020866773676,1670,290,2825,535
high_debt_burden,full,SVM (RBF),0.63,0.8538977800722767,0.7501133786848072,0.7986479961371319,0.8432330827067669,0.9091492776886035,1654,283,2832,551
high_debt_burden,full,SVM (RBF),0.64,0.8565488565488566,0.7473922902494331,0.7982562363768466,0.843421052631579,0.9113964686998395,1648,276,2839,557
high_debt_burden,full,SVM (RBF),0.65,0.8611552729199788,0.7369614512471655,0.7942326490713587,0.8417293233082707,0.9158908507223114,1625,262,2853,580
high_debt_burden,full,SVM (RBF),0.66,0.8623460096411355,0.7301587301587301,0.7907662082514734,0.8398496240601504,0.9174959871589085,1610,257,2858,595
high_debt_burden,full,SVM (RBF),0.67,0.8635869565217391,0.7206349206349206,0.7856613102595797,0.8370300751879699,0.9194221508828251,1589,251,2864,616
high_debt_burden,full,SVM (RBF),0.68,0.863761720904578,0.710204081632653,0.7794922847187654,0.8334586466165413,0.9207062600321028,1566,247,2868,639
high_debt_burden,full,SVM (RBF),0.6900000000000001,0.8647887323943662,0.6961451247165533,0.771356783919598,0.8289473684210527,0.9229534510433387,1535,240,2875,670
high_debt_burden,full,SVM (RBF),0.7000000000000001,0.8694652098907418,0.6857142857142857,0.766734279918864,0.8270676691729323,0.9271268057784912,1512,227,2888,693
high_debt_burden,full,SVM (RBF),0.71,0.8717647058823529,0.672108843537415,0.7590268886043533,0.8231203007518797,0.9300160513643659,1482,218,2897,723
high_debt_burden,full,SVM (RBF),0.72,0.8732057416267942,0.6621315192743764,0.7531596595305649,0.8201127819548872,0.9319422150882825,1460,212,2903,745
high_debt_burden,full,SVM (RBF),0.73,0.8743872549019608,0.6471655328798186,0.7438102684388846,0.8152255639097744,0.9341894060995185,1427,205,2910,778
high_debt_burden,full,SVM (RBF),0.74,0.8769617074701821,0.6335600907029478,0.7356503422854134,0.8112781954887218,0.9370786516853933,1397,196,2919,808
high_debt_burden,full,SVM (RBF),0.75,0.8765195137555982,0.6213151927437641,0.7271762208067941,0.8067669172932331,0.9380417335473515,1370,193,2922,835
high_debt_burden,full,SVM (RBF),0.76,0.880764163372859,0.6063492063492063,0.7182379801235562,0.8028195488721804,0.9418940609951846,1337,181,2934,868
high_debt_burden,full,SVM (RBF),0.77,0.8849018280297901,0.5927437641723357,0.7099402498642042,0.7992481203007519,0.9454253611556982,1307,170,2945,898
high_debt_burden,full,SVM (RBF),0.78,0.8898245614035087,0.5750566893424036,0.6986225895316805,0.794360902255639,0.9495987158908508,1268,157,2958,937
high_debt_burden,full,SVM (RBF),0.79,0.8905003625815808,0.5569160997732426,0.6852678571428572,0.7879699248120301,0.9515248796147673,1228,151,2964,977
high_debt_burden,full,SVM (RBF),0.8,0.8961334344200151,0.5360544217687074,0.6708286038592508,0.7819548872180451,0.9560192616372392,1182,137,2978,1023
high_debt_burden,full,SVM (RBF),0.81,0.9016522423288749,0.5197278911564626,0.6593785960874567,0.7774436090225564,0.9598715890850722,1146,125,2990,1059
high_debt_burden,full,SVM (RBF),0.8200000000000001,0.9022185702547247,0.49795918367346936,0.6417299824663939,0.7695488721804511,0.9617977528089887,1098,119,2996,1107
high_debt_burden,full,SVM (RBF),0.8300000000000001,0.9064377682403434,0.47891156462585033,0.626706231454006,0.7635338345864662,0.965008025682183,1056,109,3006,1149
high_debt_burden,full,SVM (RBF),0.84,0.9124548736462094,0.45850340136054424,0.6103229701177181,0.7573308270676692,0.9688603531300161,1011,97,3018,1194
high_debt_burden,full,SVM (RBF),0.85,0.9133333333333333,0.43492063492063493,0.589247311827957,0.7486842105263158,0.9707865168539326,959,91,3024,1246
high_debt_burden,full,SVM (RBF),0.86,0.9109109109109109,0.4126984126984127,0.568039950062422,0.7398496240601504,0.9714285714285714,910,89,3026,1295
high_debt_burden,full,SVM (RBF),0.87,0.9212253829321663,0.381859410430839,0.5399166399487014,0.7302631578947368,0.9768860353130016,842,72,3043,1363
high_debt_burden,full,SVM (RBF),0.88,0.9265402843601895,0.3546485260770975,0.512955067235159,0.7208646616541353,0.9800963081861959,782,62,3053,1423
high_debt_burden,full,SVM (RBF),0.89,0.9276485788113695,0.32562358276643993,0.482040953340047,0.7099624060150376,0.9820224719101124,718,56,3059,1487
high_debt_burden,full,SVM (RBF),0.9,0.9352112676056338,0.30113378684807257,0.4555746140651801,0.7016917293233083,0.9852327447833066,664,46,3069,1541
high_debt_burden,full,SVM (RBF),0.91,0.9443561208267091,0.2693877551020408,0.41919548341566687,0.6906015037593985,0.9887640449438202,594,35,3080,1611
high_debt_burden,full,SVM (RBF),0.92,0.9538188277087034,0.24353741496598638,0.3880057803468208,0.6815789473684211,0.991653290529695,537,26,3089,1668
high_debt_burden,full,SVM (RBF),0.93,0.9562624254473161,0.218140589569161,0.35524372230428364,0.6718045112781955,0.9929373996789728,481,22,3093,1724
high_debt_burden,full,SVM (RBF),0.9400000000000001,0.9581497797356828,0.19727891156462585,0.327190673185408,0.6637218045112782,0.993900481540931,435,19,3096,1770
high_debt_burden,full,SVM (RBF),0.9500000000000001,0.9698492462311558,0.17505668934240362,0.29658086822896657,0.655827067669173,0.996147672552167,386,12,3103,1819
high_debt_burden,full,SVM (RBF),0.96,0.9721448467966574,0.1582766439909297,0.2722308892355694,0.6492481203007519,0.9967897271268058,349,10,3105,1856
high_debt_burden,full,SVM (RBF),0.97,0.9771241830065359,0.13560090702947847,0.23815213062524893,0.6404135338345864,0.9977528089887641,299,7,3108,1906
high_debt_burden,full,SVM (RBF),0.98,0.991304347826087,0.10340136054421768,0.18726899383983572,0.6280075187969925,0.9993579454253612,228,2,3113,1977
high_debt_burden,full,SVM (RBF),0.99,0.9867549668874173,0.06757369614512472,0.12648556876061123,0.6131578947368421,0.9993579454253612,149,2,3113,2056
high_debt_burden,full,Random Forest,0.01,0.4144736842105263,1.0,0.586046511627907,0.4144736842105263,0.0,2205,3115,0,0
high_debt_burden,full,Random Forest,0.02,0.4144736842105263,1.0,0.586046511627907,0.4144736842105263,0.0,2205,3115,0,0
high_debt_burden,full,Random Forest,0.03,0.4144736842105263,1.0,0.586046511627907,0.4144736842105263,0.0,2205,3115,0,0
high_debt_burden,full,Random Forest,0.04,0.4144736842105263,1.0,0.586046511627907,0.4144736842105263,0.0,2205,3115,0,0
high_debt_burden,full,Random Forest,0.05,0.4144736842105263,1.0,0.586046511627907,0.4144736842105263,0.0,2205,3115,0,0
high_debt_burden,full,Random Forest,0.06,0.4150197628458498,1.0,0.5865921787709497,0.41578947368421054,0.0022471910112359553,2205,3108,7,0
high_debt_burden,full,Random Forest,0.07,0.41655641655641656,0.999546485260771,0.5880469583778015,0.4195488721804511,0.008988764044943821,2204,3087,28,1
high_debt_burden,full,Random Forest,0.08,0.4209320091673033,0.999546485260771,0.592393495497917,0.42988721804511276,0.026645264847512038,2204,3032,83,1
high_debt_burden,full,Random Forest,0.09,0.4285992596921878,0.9977324263038548,0.5996184246388662,0.4477443609022556,0.058426966292134834,2200,2933,182,5
high_debt_burden,full,Random Forest,0.1,0.4379736737136019,0.9959183673469387,0.6083945144756892,0.468609022556391,0.09534510433386838,2196,2818,297,9
high_debt_burden,full,Random Forest,0.11,0.45024671052631576,0.9931972789115646,0.6196067336256896,0.4945488721804511,0.14157303370786517,2190,2674,441,15
high_debt_burden,full,Random Forest,0.12,0.4628922815945717,0.9900226757369615,0.6308336945528102,0.5197368421052632,0.1868378812199037,2183,2533,582,22
high_debt_burden,full,Random Forest,0.13,0.47610697062691804,0.9850340136054422,0.6419388207477464,0.5445488721804511,0.23274478330658105,2172,2390,725,33
high_debt_burden,full,Random Forest,0.14,0.49147920927062033,0.9809523809523809,0.6548592188919165,0.5714285714285714,0.28154093097913324,2163,2238,877,42
high_debt_burden,full,Random Forest,0.15,0.5051498127340824,0.9786848072562359,0.6663578817353714,0.593796992481203,0.32134831460674157,2158,2114,1001,47
high_debt_burden,full,Random Forest,0.16,0.5221626887481734,0.9723356009070295,0.6794485818412295,0.6197368421052631,0.37014446227929376,2144,1962,1153,61
high_debt_burden,full,Random Forest,0.17,0.5415079969535415,0.9673469387755103,0.6943359374999999,0.6469924812030076,0.4202247191011236,2133,1806,1309,72
high_debt_burden,full,Random Forest,0.18,0.5638496400959744,0.9591836734693877,0.7102081934184016,0.6755639097744361,0.4747993579454254,2115,1636,1479,90
high_debt_burden,full,Random Forest,0.19,0.5909474276075345,0.9532879818594104,0.729607775078098,0.7071428571428572,0.5329052969502408,2102,1455,1660,103
high_debt_burden,full,Random Forest,0.2,0.6193164933135216,0.945124716553288,0.7482944344703769,0.7364661654135338,0.5887640449438202,2084,1281,1834,121
high_debt_burden,full,Random Forest,0.21,0.6455538221528861,0.9383219954648526,0.7648798521256932,0.7609022556390977,0.6353130016051365,2069,1136,1979,136
high_debt_burden,full,Random Forest,0.22,0.6697127937336814,0.9306122448979591,0.7788954260770544,0.7810150375939849,0.6751203852327448,2052,1012,2103,153
high_debt_burden,full,Random Forest,0.23,0.6956670078471512,0.9247165532879819,0.7940031152647975,0.8011278195488721,0.7136436597110755,2039,892,2223,166
high_debt_burden,full,Random Forest,0.24,0.7130250617719732,0.9160997732426304,0.8019055180627233,0.812406015037594,0.7390048154093098,2020,813,2302,185
high_debt_burden,full,Random Forest,0.25,0.7335766423357665,0.9115646258503401,0.8129423660262892,0.8261278195488722,0.7656500802568218,2010,730,2385,195
high_debt_burden,full,Random Forest,0.26,0.7488755622188905,0.9061224489795918,0.820028729735276,0.8351503759398496,0.7849117174959872,1998,670,2445,207
high_debt_burden,full,Random Forest,0.27,0.7599085365853658,0.9043083900226757,0.8258438600124249,0.8419172932330827,0.797752808988764,1994,630,2485,211
high_debt_burden,full,Random Forest,0.28,0.7671814671814672,0.9011337868480725,0.8287799791449426,0.8456766917293234,0.8064205457463884,1987,603,2512,218
high_debt_burden,full,Random Forest,0.29,0.773224043715847,0.8984126984126984,0.8311306901615272,0.8486842105263158,0.8134831460674158,1981,581,2534,224
high_debt_burden,full,Random Forest,0.3,0.7807190833662584,0.8961451247165533,0.8344594594594594,0.8526315789473684,0.8218298555377207,1976,555,2560,229
high_debt_burden,full,Random Forest,0.31,0.7833863275039745,0.8938775510204081,0.8349925863164583,0.8535714285714285,0.8250401284109149,1971,545,2570,234
high_debt_burden,full,Random Forest,0.32,0.7874299439551641,0.8920634920634921,0.8364873485009567,0.8554511278195489,0.8295345104333869,1967,531,2584,238
high_debt_burden,full,Random Forest,0.33,0.790491539081386,0.889795918367347,0.8372093023255814,0.8565789473684211,0.8330658105939005,1962,520,2595,243
high_debt_burden,full,Random Forest,0.34,0.7916666666666666,0.8875283446712018,0.8368612358349369,0.8565789473684211,0.8346709470304976,1957,515,2600,248
high_debt_burden,full,Random Forest,0.35000000000000003,0.7950386335908906,0.8866213151927438,0.8383361921097771,0.8582706766917293,0.8382022471910112,1955,504,2611,250
high_debt_burden,full,Random Forest,0.36,0.7960848287112561,0.8852607709750567,0.8383079235559373,0.8584586466165414,0.8394863563402889,1952,500,2615,253
high_debt_burden,full,Random Forest,0.37,0.800082270670506,0.8820861678004536,0.8390854184641933,0.8597744360902255,0.8439807383627609,1945,486,2629,260
high_debt_burden,full,Random Forest,0.38,0.8014888337468983,0.8789115646258503,0.8384166125892277,0.8595864661654136,0.8459069020866774,1938,480,2635,267
high_debt_burden,full,Random Forest,0.39,0.8055091819699499,0.8752834467120182,0.8389480547707021,0.8607142857142858,0.8504012841091493,1930,466,2649,275
high_debt_burden,full,Random Forest,0.4,0.8072894847088395,0.873922902494331,0.8392857142857143,0.8612781954887218,0.8523274478330658,1927,460,2655,278
high_debt_burden,full,Random Forest,0.41000000000000003,0.8092631578947368,0.871655328798186,0.839301310043668,0.8616541353383459,0.8545746388443017,1922,453,2662,283
high_debt_burden,full,Random Forest,0.42,0.8106508875739645,0.8698412698412699,0.8392036753445636,0.8618421052631579,0.8561797752808988,1918,448,2667,287
high_debt_burden,full,Random Forest,0.43,0.8106734434561627,0.8680272108843538,0.8383705650459921,0.8612781954887218,0.8565008025682183,1914,447,2668,291
high_debt_burden,full,Random Forest,0.44,0.8136962994470438,0.8675736961451247,0.8397717295873574,0.8627819548872181,0.8593900481540931,1913,438,2677,292
high_debt_burden,full,Random Forest,0.45,0.8145780051150895,0.8666666666666667,0.8398154251812788,0.86296992481203,0.8603531300160514,1911,435,2680,294
high_debt_burden,full,Random Forest,0.46,0.8166595105195363,0.8625850340136054,0.8389942655491839,0.8627819548872181,0.8629213483146068,1902,427,2688,303
high_debt_burden,full,Random Forest,0.47000000000000003,0.8188123103597746,0.8566893424036282,0.837322695035461,0.8620300751879699,0.8658105939004815,1889,418,2697,316
high_debt_burden,full,Random Forest,0.48,0.821475338280227,0.853514739229025,0.8371886120996441,0.862406015037594,0.8686998394863563,1882,409,2706,323
high_debt_burden,full,Random Forest,0.49,0.8229623137598597,0.8517006802721089,0.8370849119679072,0.862593984962406,0.8703049759229534,1878,404,2711,327
high_debt_burden,full,Random Forest,0.5,0.823555359505955,0.8467120181405896,0.8349731663685153,0.8612781954887218,0.8715890850722311,1867,400,2715,338
high_debt_burden,full,Random Forest,0.51,0.8250444049733571,0.8426303854875283,0.8337446713035674,0.8607142857142858,0.8735152487961477,1858,394,2721,347
high_debt_burden,full,Random Forest,0.52,0.8263392857142857,0.8394557823129252,0.8328458942632171,0.8603383458646616,0.8751203852327448,1851,389,2726,354
high_debt_burden,full,Random Forest,0.53,0.8272768057424854,0.836281179138322,0.8317546233649075,0.8597744360902255,0.8764044943820225,1844,385,2730,361
high_debt_burden,full,Random Forest,0.54,0.8283242258652095,0.8249433106575964,0.8266303112928881,0.8565789473684211,0.8789727126805779,1819,377,2738,386
high_debt_burden,full,Random Forest,0.55,0.8291226458429031,0.81859410430839,0.8238247375627568,0.8548872180451128,0.880577849117175,1805,372,2743,400
high_debt_burden,full,Random Forest,0.56,0.8304691128657687,0.8108843537414966,0.820559889857733,0.8530075187969924,0.8828250401284109,1788,365,2750,417
high_debt_burden,full,Random Forest,0.5700000000000001,0.8306754221388368,0.8031746031746032,0.8166935669817847,0.8505639097744361,0.8841091492776886,1771,361,2754,434
high_debt_burden,full,Random Forest,0.58,0.8329355608591885,0.7913832199546486,0.8116279069767441,0.8477443609022557,0.8876404494382022,1745,350,2765,460
