outcome,feature_set,model,precision,recall,threshold,average_precision
default,app,"Logistic (app, calibrated)",0.0329512893982808,0.9096045197740112,0.011479461881543243,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032958034800409416,0.9096045197740112,0.011505349700058908,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03296478296478297,0.9096045197740112,0.011506991883866727,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032675709001233046,0.8983050847457628,0.011573828470380193,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032682425488180886,0.8983050847457628,0.011576829706216681,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032689144736842105,0.8983050847457628,0.01160703662927332,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03269586674892042,0.8983050847457628,0.011615958708914282,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03274974253347065,0.8983050847457628,0.0116414949704056,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032783505154639174,0.8983050847457628,0.011649433268658863,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032790266034233864,0.8983050847457628,0.011683498899893726,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.0327970297029703,0.8983050847457628,0.011688040521771876,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03280379616257479,0.8983050847457628,0.011709175728826005,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032810565414775075,0.8983050847457628,0.011713576783263194,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03282411230388109,0.8983050847457628,0.011759683167855176,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03283767038413878,0.8983050847457628,0.011853318414468399,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032844453625284036,0.8983050847457628,0.011856516339434988,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.0328716146371718,0.8983050847457628,0.011861601865453139,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03287841191066997,0.8983050847457628,0.0118995411590234,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03288521199586349,0.8983050847457628,0.011903878553574535,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.032892014894497314,0.8983050847457628,0.011919741665548548,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.0329124404885117,0.8983050847457628,0.01192366780874479,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03307676305387976,0.8983050847457628,0.011968467033145472,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033083645443196,0.8983050847457628,0.011984706765961342,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03309053069719042,0.8983050847457628,0.011987481109259856,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03345255628024406,0.8983050847457628,0.012023634954315496,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03345959595959596,0.8983050847457628,0.012076773977113178,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.0334666386023995,0.8983050847457628,0.012089856133052477,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033480732785849655,0.8983050847457628,0.012140387843641536,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03348778433024431,0.8983050847457628,0.01218851107228157,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03349483884558668,0.8983050847457628,0.012266840777576142,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03350189633375474,0.8983050847457628,0.012282927461228218,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03351602023608769,0.8983050847457628,0.012310602763719303,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033523086654016446,0.8983050847457628,0.01234087760035984,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03353722843282008,0.8983050847457628,0.012344179322474915,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03354430379746835,0.8983050847457628,0.012400230890941676,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03355846348670325,0.8983050847457628,0.012463455582901222,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03356554781507283,0.8983050847457628,0.012474129282746797,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033572635135135136,0.8983050847457628,0.012495222236306686,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03357972544878564,0.8983050847457628,0.012556245920258158,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033396744874233775,0.8926553672316384,0.01258950705489488,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03347457627118644,0.8926553672316384,0.012632029528581251,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033481669845306206,0.8926553672316384,0.012871131828302435,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.033502968617472435,0.8926553672316384,0.012871390228463092,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03351007423117709,0.8926553672316384,0.012978622609107598,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.03352429450456185,0.8926553672316384,0.01297926540471799,0.053875242477803995
