outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.07126805778491171,0.14467120181405896,0.6111122216663618,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07158908507223113,0.14467120181405896,0.6108918459264586,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07512038523274478,0.1528344671201814,0.6096125597163082,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07608346709470305,0.1546485260770975,0.6091721083757025,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07640449438202247,0.15510204081632653,0.6088404949685862,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07640449438202247,0.15555555555555556,0.6079950215931524,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07672552166934189,0.15555555555555556,0.6079197044615874,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07672552166934189,0.15600907029478459,0.607829832026491,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07736757624398073,0.1582766439909297,0.6076963450009067,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07865168539325842,0.16417233560090702,0.6076560379771777,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07865168539325842,0.16462585034013605,0.6069526323737809,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07897271268057784,0.16462585034013605,0.605492683113772,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.07897271268057784,0.16689342403628118,0.6052278576059488,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08025682182985554,0.16825396825396827,0.6050589823635442,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08057784911717496,0.16825396825396827,0.6048405510640819,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08089887640449438,0.17052154195011338,0.6047988481484609,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08121990369181381,0.1709750566893424,0.6047516232005002,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08121990369181381,0.17188208616780046,0.6047432541500338,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08154093097913323,0.17188208616780046,0.6046763060689353,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08154093097913323,0.1727891156462585,0.6043686016679726,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08218298555377207,0.1727891156462585,0.6040215181355573,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08250401284109149,0.17324263038548754,0.6031757137298539,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08314606741573034,0.17369614512471657,0.6030683870644447,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08314606741573034,0.17414965986394557,0.6028227728648557,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08378812199036918,0.1746031746031746,0.602597164553174,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.08443017656500802,0.1746031746031746,0.6025904949685861,0.6700771994190935
